4.62645081248398e-08,-0.000400648145289595,5.76104290419881e-06
-3.22646320899248e-06,-0.00164027714490746,-1.41458856608138e-05
-2.24408961418924e-07,-0.00613033196461843,2.93915882193446e-05
8.52753842640971e-06,-0.00169736089024458,0.000113294402539281
9.92310744423958e-07,-0.0102720889487017,1.08409423443614e-05
7.79395236295568e-06,0.00980787771590576,-6.43154598237631e-05
2.2228038662134e-06,0.00278513805917012,7.89417553143633e-05
-1.0171454082353e-05,-0.0624460744749899,-1.64826410750238e-05
2.34520777335108e-06,0.0421742016017016,0.00025074768959962
-2.0113366699534e-05,-0.119223122047892,-0.000252344079666678
